CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
24033804802,Maryland,Prince George's County,1,2677,1034,0,0.0,0.0,0,0,0,0,0,1,4.6,59522.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.0,727.0,147.0,337.0,1451.0,34.0,0.0,12.0,843.0,1129.0,403.0,148.0
24033804900,Maryland,Prince George's County,1,3879,1437,0,346.0,8.92,0,1,0,0,0,1,4.2,87407.0,0,1,0,1,0,0,0,0,,1145.0,,,183.0,,1145.0,29.51,183.0,4.71,189.0,4.87,382.0,9.85,137.0,3.54,824.0,21.25,23.0,0.58,0.0,0.0,8.0,0.2,153.0,3.94,210.0,5.41,81.0,5.64,21.0,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.0,775.0,633.0,366.0,2782.0,89.0,0.0,21.0,621.0,792.0,189.0,77.0
24033805000,Maryland,Prince George's County,1,5223,2103,0,7.0,0.13,0,1,0,0,0,1,6.0,62793.0,0,1,0,1,0,0,0,0,,1050.0,,,270.0,,1050.0,20.11,270.0,5.17,259.0,4.97,69.0,1.32,71.0,1.36,805.0,15.41,5.0,0.09,2.0,0.04,0.0,0.0,168.0,3.21,229.0,4.38,58.0,2.78,82.0,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979.0,1089.0,714.0,531.0,3520.0,44.0,17.0,38.0,1073.0,1560.0,387.0,421.0
24033805101,Maryland,Prince George's County,1,3664,1215,0,3.0,0.08,0,1,0,0,0,1,11.4,56685.0,0,1,0,1,0,0,0,0,,1515.0,,,286.0,,1515.0,41.35,286.0,7.79,429.0,11.72,95.0,2.58,385.0,10.52,414.0,11.29,34.0,0.92,2.0,0.07,17.0,0.47,663.0,18.09,977.0,26.65,40.0,3.25,30.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360.0,980.0,169.0,732.0,1243.0,89.0,3.0,46.0,1551.0,2133.0,186.0,84.0
24033805201,Maryland,Prince George's County,1,4270,1307,0,0.0,0.0,0,1,0,0,0,1,15.4,49935.0,0,1,0,1,0,0,0,0,,1176.0,,,551.0,,1176.0,27.54,551.0,12.92,297.0,6.96,88.0,2.06,100.0,2.34,602.0,14.09,17.0,0.4,5.0,0.11,24.0,0.57,428.0,10.03,542.0,12.68,84.0,6.44,28.0,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2104.0,1076.0,429.0,418.0,2025.0,56.0,15.0,87.0,1669.0,2145.0,225.0,94.0
24033805202,Maryland,Prince George's County,1,3820,1222,0,128.0,3.35,0,0,0,0,0,1,20.0,69280.0,0,0,0,0,0,0,0,0,,119.0,,,43.0,,119.0,3.11,43.0,1.13,25.0,0.64,21.0,0.55,31.0,0.81,44.0,1.16,3.0,0.08,0.0,0.0,0.0,0.0,40.0,1.06,50.0,1.31,4.0,0.33,5.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.0,892.0,339.0,274.0,2801.0,72.0,1.0,29.0,643.0,790.0,223.0,146.0
24033805500,Maryland,Prince George's County,1,3628,1142,0,0.0,0.0,0,1,0,0,0,1,25.1,49302.0,0,1,0,1,0,0,0,0,,637.0,,,229.0,,637.0,17.55,229.0,6.31,157.0,4.32,52.0,1.43,116.0,3.18,203.0,5.6,18.0,0.51,1.0,0.03,11.0,0.31,287.0,7.92,368.0,10.14,22.0,1.92,19.0,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780.0,860.0,240.0,871.0,1047.0,125.0,12.0,47.0,1526.0,2130.0,297.0,114.0
24033805601,Maryland,Prince George's County,1,6201,1617,0,0.0,0.0,0,0,0,0,0,1,24.3,40411.0,0,0,0,0,0,0,0,0,,128.0,,,88.0,,128.0,2.07,88.0,1.42,29.0,0.47,3.0,0.05,34.0,0.55,7.0,0.12,1.0,0.01,0.0,0.0,13.0,0.2,73.0,1.18,120.0,1.93,8.0,0.47,4.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4035.0,1369.0,118.0,1546.0,533.0,81.0,42.0,237.0,3762.0,5535.0,417.0,222.0
24033805602,Maryland,Prince George's County,1,4918,1243,0,114.0,2.32,0,0,0,0,0,1,18.9,61570.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2253.0,955.0,87.0,1404.0,472.0,79.0,41.0,80.0,2842.0,4283.0,286.0,165.0
24033805700,Maryland,Prince George's County,1,6143,1696,0,0.0,0.0,0,1,0,0,0,1,15.4,57729.0,0,1,0,1,0,0,0,0,,1819.0,,,739.0,,1819.0,29.61,739.0,12.03,399.0,6.5,134.0,2.17,399.0,6.49,477.0,7.77,78.0,1.27,1.0,0.01,58.0,0.95,805.0,13.11,1107.0,18.03,14.0,0.8,62.0,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2309.0,1433.0,377.0,1515.0,1546.0,325.0,2.0,154.0,2601.0,3859.0,130.0,203.0
24033805801,Maryland,Prince George's County,1,4401,1035,0,0.0,0.0,0,1,0,0,0,1,6.7,88750.0,0,1,0,1,0,0,0,0,,1604.0,,,412.0,,1604.0,36.45,412.0,9.37,368.0,8.37,160.0,3.63,218.0,4.95,656.0,14.91,58.0,1.32,1.0,0.02,6.0,0.14,665.0,15.11,806.0,18.32,31.0,3.0,39.0,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506.0,1087.0,355.0,765.0,1452.0,202.0,2.0,47.0,1933.0,2533.0,50.0,98.0
24033805802,Maryland,Prince George's County,1,4175,960,0,12.0,0.29,0,1,0,0,0,1,14.7,63015.0,0,1,0,1,0,0,0,0,,2302.0,,,1017.0,,2302.0,55.15,1017.0,24.35,568.0,13.62,134.0,3.2,470.0,11.25,692.0,16.58,77.0,1.84,0.0,0.0,22.0,0.52,1042.0,24.96,1456.0,34.86,85.0,8.89,41.0,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.0,1032.0,284.0,881.0,1205.0,104.0,0.0,44.0,1941.0,2731.0,116.0,70.0
24033805904,Maryland,Prince George's County,1,3366,902,0,173.0,5.14,0,1,0,0,0,1,8.1,76719.0,0,1,0,1,0,0,0,0,,1796.0,,,441.0,,1796.0,53.34,441.0,13.11,388.0,11.53,224.0,6.66,559.0,16.61,506.0,15.03,99.0,2.95,1.0,0.03,40.0,1.18,590.0,17.54,932.0,27.7,23.0,2.56,36.0,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.0,678.0,472.0,1012.0,971.0,231.0,2.0,65.0,1085.0,1618.0,45.0,68.0
24033805906,Maryland,Prince George's County,1,2820,1106,0,0.0,0.0,0,0,0,0,0,1,18.6,54139.0,0,0,0,0,0,0,0,0,,85.0,,,28.0,,85.0,3.01,28.0,1.0,23.0,0.82,0.0,0.01,14.0,0.49,26.0,0.93,0.0,0.02,0.0,0.0,1.0,0.04,43.0,1.54,54.0,1.91,4.0,0.38,3.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142.0,665.0,146.0,527.0,1109.0,53.0,1.0,24.0,1106.0,1476.0,165.0,107.0
24033805907,Maryland,Prince George's County,1,3600,1351,0,0.0,0.0,0,1,0,0,0,1,15.3,54911.0,0,1,0,1,0,0,0,0,,525.0,,,264.0,,525.0,14.57,264.0,7.32,122.0,3.38,11.0,0.31,153.0,4.25,115.0,3.18,16.0,0.45,0.0,0.0,6.0,0.17,235.0,6.53,374.0,10.39,20.0,1.45,19.0,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872.0,811.0,178.0,646.0,1891.0,136.0,0.0,66.0,861.0,1434.0,183.0,155.0
24033805908,Maryland,Prince George's County,1,2123,809,0,242.0,11.4,0,0,0,0,0,1,14.1,65938.0,0,0,0,0,0,0,0,0,,347.0,,,157.0,,347.0,16.35,157.0,7.39,68.0,3.19,32.0,1.51,49.0,2.3,203.0,9.56,38.0,1.79,0.0,0.0,1.0,0.05,56.0,2.66,62.0,2.91,38.0,4.75,31.0,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.0,392.0,120.0,342.0,1201.0,146.0,0.0,9.0,425.0,516.0,185.0,157.0
24033805909,Maryland,Prince George's County,1,4261,1673,0,0.0,0.0,0,1,0,1,1,1,15.1,61799.0,0,1,0,1,0,0,0,1,,2671.0,,,1128.0,,2671.0,62.69,1128.0,26.46,501.0,11.76,125.0,2.94,830.0,19.48,980.0,23.01,426.0,9.99,2.0,0.04,3.0,0.08,430.0,10.1,586.0,13.76,222.0,13.29,93.0,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856.0,876.0,171.0,1041.0,2011.0,481.0,4.0,4.0,720.0,951.0,382.0,162.0
24033806000,Maryland,Prince George's County,1,5071,1676,0,37.0,0.73,0,0,0,0,0,1,7.5,70417.0,0,0,0,0,0,0,0,0,,179.0,,,50.0,,179.0,3.53,50.0,0.99,48.0,0.95,9.0,0.17,24.0,0.47,86.0,1.7,9.0,0.18,0.0,0.0,2.0,0.04,58.0,1.15,70.0,1.39,6.0,0.34,2.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319.0,1204.0,340.0,1283.0,1810.0,213.0,3.0,43.0,1719.0,2366.0,120.0,41.0
24033806100,Maryland,Prince George's County,1,4380,1511,0,6.0,0.14,0,0,0,0,0,1,16.0,83750.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.0,974.0,371.0,1671.0,1495.0,155.0,2.0,26.0,1031.0,1354.0,109.0,104.0
24033806200,Maryland,Prince George's County,1,4012,1608,0,7.0,0.17,0,0,0,0,0,1,12.8,93842.0,0,0,0,0,0,0,0,0,,125.0,,,31.0,,125.0,3.11,31.0,0.78,31.0,0.76,16.0,0.39,76.0,1.88,21.0,0.51,3.0,0.08,0.0,0.0,0.0,0.0,25.0,0.63,38.0,0.95,3.0,0.2,5.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.0,906.0,357.0,1630.0,1467.0,132.0,1.0,45.0,737.0,886.0,191.0,188.0
24033806300,Maryland,Prince George's County,1,2108,725,0,1.0,0.05,0,0,0,0,0,1,7.8,88333.0,0,0,0,0,0,0,0,0,,461.0,,,166.0,,461.0,21.86,166.0,7.85,124.0,5.87,24.0,1.16,155.0,7.37,140.0,6.62,18.0,0.86,0.0,0.01,3.0,0.13,145.0,6.87,202.0,9.6,15.0,2.01,12.0,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.0,530.0,111.0,702.0,702.0,54.0,7.0,14.0,629.0,855.0,40.0,83.0
24033806400,Maryland,Prince George's County,1,3411,1233,0,4.0,0.12,0,0,0,0,0,0,12.0,159946.0,0,1,0,1,0,0,0,0,,947.0,,,173.0,,947.0,27.75,173.0,5.06,192.0,5.62,152.0,4.47,679.0,19.9,121.0,3.55,67.0,1.96,0.0,0.0,4.0,0.11,76.0,2.23,110.0,3.22,18.0,1.48,3.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.0,720.0,411.0,2588.0,323.0,247.0,0.0,7.0,246.0,341.0,69.0,12.0
24033806501,Maryland,Prince George's County,1,5151,1417,0,138.0,2.68,0,0,0,0,0,1,13.7,60929.0,0,0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2286.0,1469.0,319.0,1574.0,1337.0,146.0,8.0,69.0,2017.0,2898.0,200.0,178.0
24033806601,Maryland,Prince George's County,1,4636,1223,0,7.0,0.15,0,1,0,0,0,1,10.9,62639.0,0,1,0,1,0,0,0,0,,677.0,,,66.0,,677.0,14.59,66.0,1.42,213.0,4.59,45.0,0.97,202.0,4.35,185.0,4.0,15.0,0.33,0.0,0.0,11.0,0.24,263.0,5.67,376.0,8.12,10.0,0.83,40.0,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1482.0,1361.0,244.0,1154.0,1409.0,78.0,0.0,43.0,1952.0,2865.0,282.0,274.0
24033806602,Maryland,Prince George's County,1,4578,1305,0,0.0,0.0,0,1,0,1,1,1,14.4,62180.0,0,1,0,1,0,0,0,1,41.0,2399.0,41.0,19.0,1039.0,19.0,2399.0,52.4,1039.0,22.7,699.0,15.28,111.0,2.43,457.0,9.97,1235.0,26.99,160.0,3.5,0.0,0.0,27.0,0.59,520.0,11.36,698.0,15.24,104.0,8.0,167.0,12.82,41.0,0.89,19.0,0.42,11.0,0.23,3.0,0.08,5.0,0.11,25.0,0.55,3.0,0.07,0.0,0.0,0.0,0.01,7.0,0.16,6.0,0.14,2.0,0.15,3.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2503.0,1260.0,275.0,1095.0,1963.0,249.0,0.0,45.0,1226.0,1718.0,161.0,306.0
24033806706,Maryland,Prince George's County,1,3755,1457,0,0.0,0.0,1,1,1,0,0,1,6.4,80489.0,1,1,1,1,1,0,0,0,1734.0,3000.0,1734.0,402.0,652.0,402.0,3000.0,79.9,652.0,17.36,642.0,17.11,388.0,10.34,703.0,18.71,1738.0,46.29,262.0,6.97,2.0,0.05,7.0,0.18,289.0,7.69,398.0,10.6,45.0,3.09,65.0,4.48,1734.0,46.19,402.0,10.7,437.0,11.64,191.0,5.09,363.0,9.66,1074.0,28.6,108.0,2.89,2.0,0.05,5.0,0.12,182.0,4.86,294.0,7.84,9.0,0.6,33.0,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.0,718.0,532.0,1082.0,1956.0,374.0,2.0,11.0,330.0,444.0,74.0,90.0
24033806708,Maryland,Prince George's County,1,4232,2173,0,0.0,0.0,0,0,0,0,0,0,5.3,96146.0,0,1,0,1,0,0,0,0,,1071.0,,,353.0,,1071.0,25.3,353.0,8.34,192.0,4.55,107.0,2.53,446.0,10.54,376.0,8.89,185.0,4.36,0.0,0.0,2.0,0.04,62.0,1.46,50.0,1.18,43.0,1.97,25.0,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.0,740.0,553.0,2341.0,1094.0,521.0,0.0,8.0,268.0,303.0,291.0,96.0
24033806710,Maryland,Prince George's County,1,5332,2292,0,0.0,0.0,0,0,0,0,0,0,7.4,100197.0,0,1,0,1,0,0,0,0,437.0,4518.0,437.0,63.0,659.0,63.0,4518.0,84.74,659.0,12.35,883.0,16.56,333.0,6.25,825.0,15.48,2683.0,50.32,704.0,13.2,8.0,0.15,8.0,0.15,290.0,5.44,324.0,6.08,86.0,3.74,29.0,1.28,437.0,8.19,63.0,1.18,86.0,1.61,23.0,0.43,63.0,1.18,239.0,4.48,113.0,2.11,0.0,0.0,0.0,0.0,22.0,0.42,27.0,0.5,8.0,0.33,2.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.0,1041.0,380.0,947.0,3160.0,872.0,8.0,10.0,335.0,389.0,77.0,32.0
24033806711,Maryland,Prince George's County,1,5146,1950,0,185.0,3.6,1,1,1,1,1,1,6.4,68103.0,1,1,1,1,1,0,0,1,4924.0,5146.0,4924.0,1036.0,1077.0,1036.0,5146.0,100.0,1077.0,20.93,1346.0,26.16,445.0,8.65,662.0,12.86,3689.0,71.69,283.0,5.5,1.0,0.02,5.0,0.1,506.0,9.83,525.0,10.2,199.0,10.2,204.0,10.45,4924.0,95.69,1036.0,20.14,1289.0,25.04,426.0,8.27,634.0,12.33,3543.0,68.85,271.0,5.26,1.0,0.02,5.0,0.1,470.0,9.14,495.0,9.62,191.0,9.8,195.0,10.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1221.0,1346.0,445.0,662.0,3689.0,283.0,1.0,5.0,506.0,525.0,205.0,199.0
24033806712,Maryland,Prince George's County,1,3053,1327,0,0.0,0.0,0,1,0,0,0,1,7.0,90195.0,0,1,0,1,0,0,0,0,1.0,2398.0,1.0,0.0,476.0,0.0,2398.0,78.55,476.0,15.59,590.0,19.31,138.0,4.51,361.0,11.82,1740.0,56.99,159.0,5.21,3.0,0.1,3.0,0.1,132.0,4.34,153.0,5.03,80.0,6.01,100.0,7.57,1.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.0,717.0,222.0,513.0,2171.0,194.0,3.0,3.0,169.0,173.0,106.0,134.0
24033806713,Maryland,Prince George's County,1,3698,1218,0,0.0,0.0,0,1,0,1,1,1,7.8,62679.0,0,1,0,1,0,0,0,1,,3181.0,,,1314.0,,3181.0,86.02,1314.0,35.52,1054.0,28.49,58.0,1.56,328.0,8.88,1994.0,53.92,128.0,3.47,1.0,0.04,16.0,0.43,713.0,19.29,927.0,25.07,102.0,8.4,115.0,9.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508.0,1200.0,64.0,372.0,2350.0,144.0,5.0,21.0,806.0,1043.0,125.0,129.0
24033806714,Maryland,Prince George's County,1,3623,1218,0,0.0,0.0,0,1,0,1,1,1,17.6,57050.0,0,1,0,1,0,0,0,1,,2980.0,,,1516.0,,2980.0,82.26,1516.0,41.85,942.0,26.01,54.0,1.48,384.0,10.6,1676.0,46.26,56.0,1.55,10.0,0.27,24.0,0.65,830.0,22.92,1094.0,30.2,159.0,13.09,210.0,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,1135.0,69.0,438.0,2056.0,77.0,12.0,29.0,1011.0,1300.0,220.0,304.0
24033806800,Maryland,Prince George's County,1,3914,1307,0,21.0,0.54,0,0,0,0,0,0,6.1,112143.0,0,1,0,1,0,0,0,0,116.0,1487.0,116.0,21.0,231.0,21.0,1487.0,38.0,231.0,5.89,274.0,7.01,228.0,5.82,901.0,23.02,229.0,5.84,143.0,3.66,1.0,0.03,7.0,0.18,206.0,5.27,249.0,6.37,0.0,0.0,7.0,0.52,116.0,2.97,21.0,0.53,16.0,0.4,18.0,0.45,89.0,2.28,20.0,0.51,1.0,0.03,1.0,0.02,0.0,0.0,5.0,0.13,7.0,0.18,0.0,0.0,1.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.0,812.0,465.0,2245.0,606.0,339.0,5.0,26.0,693.0,948.0,26.0,16.0
24033806900,Maryland,Prince George's County,1,4134,1300,0,0.0,0.0,0,0,0,0,0,0,11.9,96500.0,0,1,0,1,0,0,0,0,,576.0,,,207.0,,576.0,13.93,207.0,5.01,127.0,3.08,44.0,1.07,335.0,8.1,62.0,1.5,64.0,1.54,0.0,0.0,6.0,0.13,110.0,2.65,174.0,4.22,6.0,0.45,15.0,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776.0,923.0,384.0,2118.0,581.0,459.0,5.0,41.0,930.0,1277.0,48.0,134.0
24033807000,Maryland,Prince George's County,1,4906,1841,0,6.0,0.12,0,1,0,1,1,1,34.4,88585.0,0,1,0,1,0,0,0,1,,1937.0,,,714.0,,1937.0,39.48,714.0,14.54,280.0,5.71,145.0,2.95,1216.0,24.79,219.0,4.47,183.0,3.73,0.0,0.0,5.0,0.1,314.0,6.4,390.0,7.94,111.0,6.02,92.0,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3278.0,548.0,489.0,2865.0,886.0,555.0,3.0,16.0,581.0,696.0,731.0,365.0
24033807102,Maryland,Prince George's County,1,2613,872,0,0.0,0.0,0,0,0,0,0,0,14.8,119297.0,0,0,0,0,0,0,0,0,,310.0,,,85.0,,310.0,11.86,85.0,3.27,75.0,2.85,31.0,1.17,147.0,5.62,57.0,2.18,17.0,0.64,0.0,0.0,4.0,0.16,85.0,3.26,119.0,4.54,6.0,0.67,5.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.0,496.0,245.0,1571.0,443.0,117.0,2.0,19.0,461.0,586.0,63.0,43.0
24033807200,Maryland,Prince George's County,1,15934,1391,1,11516.0,72.27,0,1,0,0,0,1,60.3,97143.0,0,1,0,1,0,0,0,0,0.0,7872.0,0.0,0.0,2531.0,0.0,7872.0,49.41,2531.0,15.89,80.0,0.5,43.0,0.27,5210.0,32.7,901.0,5.65,1260.0,7.91,9.0,0.06,9.0,0.06,482.0,3.03,499.0,3.13,28.0,2.01,7.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2105.0,131.0,90.0,11165.0,1668.0,2171.0,13.0,16.0,901.0,926.0,96.0,21.0
24033807301,Maryland,Prince George's County,1,3289,1327,0,13.0,0.4,1,1,1,0,0,1,19.5,77000.0,1,1,1,1,1,0,0,0,705.0,1861.0,705.0,233.0,634.0,233.0,1861.0,56.58,634.0,19.27,285.0,8.67,266.0,8.1,709.0,21.55,580.0,17.65,373.0,11.35,0.0,0.0,1.0,0.04,197.0,5.99,279.0,8.47,65.0,4.91,69.0,5.2,705.0,21.43,233.0,7.1,117.0,3.55,125.0,3.79,275.0,8.36,232.0,7.05,124.0,3.76,0.0,0.0,1.0,0.02,74.0,2.24,109.0,3.31,23.0,1.75,24.0,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271.0,456.0,304.0,1137.0,921.0,880.0,0.0,5.0,346.0,467.0,124.0,135.0
